Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Middle East & North Africa (IDA & IBRD countries),TMN,30.0948731277094,27.1099143572565
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Middle income,MIC,24.1608186774644,23.2927958715233
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,North America,NAC,13.9206972263348,13.429087430637
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Not classified,INX,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,OECD members,OED,28.6925436250816,28.0790395386748
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Other small states,OSS,61.3778446062884,59.7081627517001
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Pacific island small states,PSS,41.3434126877811,41.7932937791283
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Post-demographic dividend,PST,29.7682980734163,28.9323729210137
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Pre-demographic dividend,PRE,25.3125789906452,23.1843522558259
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Small states,SST,59.670092985947,58.0562189715849
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Asia,SAS,17.9700378161195,17.2172990466299
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Asia (IDA & IBRD),TSA,17.9700378161195,17.2172990466299
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sub-Saharan Africa,SSF,24.4382802594696,22.9398358050443
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sub-Saharan Africa (excluding high income),SSA,24.360392441136,22.8641379348209
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sub-Saharan Africa (IDA & IBRD countries),TSS,24.4382802594696,22.9398358050443
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Upper middle income,UMC,23.8779151036611,23.0784389304028
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,World,WLD,29.1851154957674,28.3210436868211
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 12/18/2023,,,,,
